公司ID,公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,融资总额(万人民币),估值(万人民币),估值(估算-万人民币),年营收(亿元),年度利润(亿元),员工人数,融资时间,轮次,金额,币种,等值人民币(万),投资机构,地址,电话,邮箱,团队姓名,职位
,,,,,,,,,,,,,,,,,,,2015-12-31,新三板定增,未透露,人民币,10000,"国元股权,国元证券",,,,,
,,,,,,,,,,,,,,,,,,,2015-11-18,新三板,未透露,人民币,10000,,,,,,
16426,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,http://www.bosszhipin.com,BOSS与牛人直接开聊的招聘工具,BOSS直聘是一款BOSS与牛人直接开聊的招聘工具，通过去除中间环节、简历+行为数据匹配等方式提升招聘找工作效率，让牛人更快获得更多优质机会。平台覆盖主流互联网公司、金融、文化传媒、汽车房地产等行业。北京华业基石网络技术有限公司(看准网)旗下产品。,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900,5368000,40000,59.52,12.22,24293,2022-12-22,IPO上市,未透露,港元,8000,,北京市朝阳区太阳宫中路8号冠捷大厦302,010-8415-0633,liuna@kanzhun.com,赵鹏,CEO
,,,,,,,,,,,,,,,,,,,2021-06-11,IPO上市,9.12亿,美元,592800,,,,,张磊,产品VP
,,,,,,,,,,,,,,,,,,,2019-11-28,E轮,数亿,美元,195000,"腾讯投资,华兴新经济基金",,,,,
,,,,,,,,,,,,,,,,,,,2016-09-22,C轮,2800万,美元,18200,"今日资本,策源创投,华映资本,顺为资本,高榕资本,和玉资本",,,,,
,,,,,,,,,,,,,,,,,,,2016-07-14,B轮,数千万,美元,19500,"今日资本,顺为资本",,,,,
,,,,,,,,,,,,,,,,,,,2015-12-16,Pre-B轮,1000万,美元,6500,众为资本,,,,,
,,,,,,,,,,,,,,,,,,,2015-04-16,A+轮,数百万,美元,1950,顺为资本,,,,,
,,,,,,,,,,,,,,,,,,,2014-01-23,A轮,数百万,美元,1950,"策源创投,顺为资本,和玉资本",,,,,
38207485,普联软件,普联软件股份有限公司,913701007317289784,http://www.pansoft.com/,企业管理信息化方案及IT综合服务提供商,普联软件是大型企业管理信息化方案及IT综合服务提供商，主要面向石油、化工、建筑、地产、电力、矿产、装备制造、银行、保险、政府事业等行业客户，广泛从事生产、经营、财务、资金、内控、监管、人力资源等领域的信息化服务，提供信息系统的方案设计、软件开发、系统实施及技术支持。,企业服务,行业信息化及解决方案,山东,济南,2001-09,运营中,39840,183400,199200,6.94,1.63,2470,2021-06-03,IPO上市,3.98亿,人民币,39840,,济南市高新区齐鲁软件园B座,0531-8887-2656,,,
6696,北森,北京北森云计算股份有限公司,91110108775491714G,http://www.beisen.com,一体化人才管理云平台供应商,北森是一家人力资源科技公司，拥有国内领先的一体化HR SaaS及人才管理平台——iTalentX， 为客户提供云端HR软件、人才管理技术和平台的端到端整体解决方案。,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900,300000,300000,7.51,-25,1901,2023-04-13,IPO上市,1.55亿,港元,12400,,北京市海淀区上地东路35号颐泉汇7层,400-650-6878,marketing@beisen.com,王朝晖,董事长
,,,,,,,,,,,,,,,,,,,2021-05-11,F轮,2.6亿,美元,169000,"红杉中国,经纬创投,深创投,高盛(中国),富达投资Fidelity Investments,春华资本Primavera,元生资本,软银愿景基金",,,,纪伟国,CEO
,,,,,,,,,,,,,,,,,,,2018-10-23,E轮,1亿,美元,65000,"红杉中国,经纬创投,元生资本",,,,,
,,,,,,,,,,,,,,,,,,,2018-04-28,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2017-06-01,新三板定增,2亿,人民币,20000,"经纬创投,元生资本",,,,,
,,,,,,,,,,,,,,,,,,,2016-07-28,新三板,数千万,人民币,3000,,,,,,
,,,,,,,,,,,,,,,,,,,2015-04-28,C轮,1.1亿,人民币,11000,"红杉中国,经纬创投,青宥仟和投资",,,,,
,,,,,,,,,,,,,,,,,,,2013-02-01,B轮,1000万,美元,6500,"红杉中国,经纬创投",,,,,
,,,,,,,,,,,,,,,,,,,2010-08-01,A轮,1000万,人民币,1000,"深创投,天创资本",,,,,
37997160,亚信安全,亚信安全科技股份有限公司,91510100732356360H,http://www.asiainfo-sec.com/,网络安全软件提供商,亚信安全是中国网络安全软件领域的领跑者，作为“懂网、懂云”的安全公司，致力于护航产业互联网，成为在5G云网时代，守护云、网、边、端的安全智能平台企业。,企业服务,企业安全,江苏,南京,2014-11,运营中,122600,1120400,561500,16.67,2.12,2882,2022-02-09,IPO上市,11.23亿,人民币,112300,,南京市雨花台区花神大道98号东久创新中心1号楼1-4F,181-6810-7202,191953759@qq.com,,
,,,,,,,,,,,,,,,,,,,2020-07-29,战略投资,未透露,人民币,10000,"深创投,华盖资本,中金公司,联新资本,尚颀资本,中金甲子,国投创新,上海国和投资,清控银杏创投,晨山资本,中金资本,国投创合,中国互联网投资基金,君度投资,优山资本,未来启创基金,中科院资本管理,屹唐华创",,,,,
,,,,,,,,,,,,,,,,,,,2013-09-01,战略投资,数百万,人民币,300,亚信联创,,,,,
7014,金山办公,北京金山办公软件股份有限公司,91110108587665983J,http://www.wps.cn/,办公软件工具,金山办公(688111.SH )，是全球领先的办公软件和服务提供商，主要从事 WPS Office 办公软件产品及服务的设计研发及销售推⼴。著名产品包括 WPS Office 办公软件、⾦⼭⽂档等协同办公产品、⾦⼭词霸等，可在 Windows、Linux、macOS、Android、iOS 等众多主流操作平台上应⽤。,企业服务,办公OA,北京,海淀区,1988-06,运营中,495500,6456100,2315000,45.56,13.9,4558,2019-11-18,IPO上市,46.3亿,人民币,463000,,北京市海淀区小营西路33号二层商业办公C区,4006-775-005,zhangbo1@kingsoft.com,章庆元,金山办公CEO
,,,,,,,,,,,,,,,,,,,2013-11-01,A轮,5000万,美元,32500,"五源资本,纪源资本,顺为资本",,,,,
37919573,线上线下,无锡线上线下通讯信息技术股份有限公司,913202110535042298,http://www.wxxsxx.cn/,移动互联网运营支撑服务商,线上线下是一家具有丰富行业经验的移动信息服务提供商。“线上线下”依托于体系化的服务流程、自主研发的业务平台，通过对电信运营商的通信资源的整合，秉承“技术驱动服务、深耕行业客户、连接创造价值”的企业文化理念，致力于为客户提供安全、有效、及时的移动信息服务。,企业服务,企业IT服务,江苏,无锡,2012-09,运营中,43400,327800,207000,19.37,0.561654,239,2021-03-22,IPO上市,4.14亿,人民币,41400,,无锡市高浪东路999号-8-C1-701,0510-6888-0518,wangxj@wxxsxx.co,,
,,,,,,,,,,,,,,,,,,,2017-06-29,A轮,未透露,人民币,2000,"易简集团-易简资本,联成资产",,,,,
8858,光环新网,北京光环新网科技股份有限公司,91110000700006921H,http://www.sinnet.com.cn,一家互联网基础设施综合服务提供商,光环新网是一家互联网基础设施综合服务提供商，主营业务为向客户提供互联网宽带接入服务(ISP)、互联网数据中心服务(IDC、CDN及其增值服务)以及其他互联网综合服务。,企业服务,企业IT服务,北京,东城区,1999-01,运营中,74800,3909900,261500,78.55,4.87,1148,2014-01-29,IPO上市,5.23亿,人民币,52300,,,,,,
,,,,,,,,,,,,,,,,,,,2010-12-01,B轮,数千万,美元,19500,红杉中国,,,,,
,,,,,,,,,,,,,,,,,,,2001-03-01,A轮,数千万,人民币,3000,,,,,,
30820,鸿冠信息,上海鸿冠信息科技股份有限公司,91310000792763857Q,http://www.hongguaninfo.com,IT综合服务提供商,鸿冠信息是一家IT综合服务提供商，是上海市软件企业、高新技术企业，提供计算机软件开发实施、IT信息技术咨询服务、高端的企业与商业信息化解决方案服务。,企业服务,企业IT服务,上海,黄浦区,2006-09,运营中,,,,1.17,0.060656,,,,,,,,上海市黄浦区汉口路300号解放日报大厦10楼,021-5240-1298,hr@hongguaninfo.com;hejian@hongguaninfo.com,,
23075,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,http://www.hillstonenet.com.cn/,网络安全解决方案提供商,山石网科是一家网络安全解决方案提供商，业务涵盖云计算安全、边界安全、内网安全、数据安全、智能分析管理等领域，产品“智能防火墙”基于自主研发的安全操作系统StoneOS，用智能关联分析方法实现基于信誉的安全管理控制。,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300,940000,474500,9.01,-2.6,1741,2019-09-30,IPO上市,9.49亿,人民币,94900,,北京市海淀区宝盛南路1号院20号楼5层,400-828-6655,marketing@hillstonenet.com,罗东平,CEO
,,,,,,,,,,,,,,,,,,,2018-12-17,战略投资,数亿,人民币,30000,"奇虎360,博彦科技,同心基金,嘉铭浩春,伟畅投资",,,,DONGPING LUO(罗东平),董事长
,,,,,,,,,,,,,,,,,,,2018-06-19,战略投资,未透露,美元,65000,"北极光创投,国开金融,元禾原点,苏高新金控/苏高新创投,征和惠通,宜兴光控,聚坤投资",,,,,
,,,,,,,,,,,,,,,,,,,2016-04-13,E轮,数亿,人民币,30000,"元禾控股,光大集团,国开金融",,,,,
,,,,,,,,,,,,,,,,,,,2015-05-28,D轮,数千万,美元,19500,北极光创投,,,,,
,,,,,,,,,,,,,,,,,,,2011-08-22,C轮,数千万,美元,19500,"北极光创投,Vickers,银湖投资Silver Lake",,,,,
,,,,,,,,,,,,,,,,,,,2009-05-22,B轮,1000万,美元,6500,"北极光创投,Vickers",,,,,
,,,,,,,,,,,,,,,,,,,2007-03-22,A轮,600万,美元,3900,"北极光创投,荷塘创投,奥迈资本",,,,,
37532467,威士顿,上海威士顿信息技术股份有限公司,9131000070326044X6,http://www.wsdinfo.com/,企业信息系统解决方案提供商,上海威士顿信息技术股份有限公司成立于2001年，是专注于智能制造和大数据领域的整体信息化解决方案供应商。公司的主营业务是向客户提供企业信息系统解决方案的咨询、设计、开发、实施、运维等各类信息化产品和服务。,企业服务,行业信息化及解决方案,上海,长宁区,2001-05,运营中,71000,284000,355000,3.07,0.690589,420,2023-06-21,IPO上市,7.1亿,人民币,71000,,上海市长宁区长宁路999号643室,,mkt@wsdinfo.com,,
11750,英方软件,上海英方软件股份有限公司,91310000580604539W,http://www.i2yun.com/,专注于数据复制和灾备服务,英方软件是一家专注于数据复制的基础软件企业，致力于动态文件复制、数据库复制等核心技术的研发与应用，拥有国内唯一的字节级复制技术，产品广泛应用于灾备、数据保护、云数据管理等领域，帮助各类用户打破数据孤岛，实现数据互联互通，为数字经济的发展保驾护航。英方云(i2yun.com)是英方旗下企业业务连续性云服务平台，基于互联网为用户提供迁移、灾备和高可用等服务。,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440,800000,406000,1.97,0.354614,472,2023-01-19,IPO上市,8.12亿,人民币,81200,,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,400-6178-601,info@info2soft.com,胡军擎,董事长
,,,,,,,,,,,,,,,,,,,2020-12-15,战略投资,数亿,人民币,30000,毅达资本,,,,,
,,,,,,,,,,,,,,,,,,,2019-07-04,B+轮,数千万,人民币,3000,海通开元,,,,,
,,,,,,,,,,,,,,,,,,,2017-12-01,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2017-05-11,新三板定增,6240万,人民币,6240,,,,,,
,,,,,,,,,,,,,,,,,,,2016-05-25,新三板,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2015-05-04,B轮,未透露,人民币,3000,,,,,,
,,,,,,,,,,,,,,,,,,,2014-06-04,A轮,数千万,人民币,3000,好望角投资,,,,,
37369023,杰创智能,杰创智能科技股份有限公司,91440101683276435R,http://www.nexwise.cn/,智能化解决方案提供商,杰创智能是一家智能化解决方案提供商，致力于智能安全、模式识别、云计算、智能系统应用，提供智能管理系统、公共安全智能系统，同时提供智能系统基础设施建设解决方案，覆盖公共安全、智慧监管、智慧园区、智慧校园、智慧交通等多个领域。,企业服务,行业信息化及解决方案,广东,广州,2008-12,运营中,100100,400400,500500,7.51,0.613537,708,2022-04-20,IPO上市,10.01亿,人民币,100100,,广东省广州市高新技术产业开发区科学大道162号B3栋,020-8398-2000,xuxl@nexwise.com.cn,,
21412,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,http://www.urwork.cn/,主打创业的共享办公空间,优客工场是一个创业联合办公社区及创业服务平台，以联合办公空间为核心，为创新企业提供全产业链服务，建设基于社群的商业社交平台和资源配置平台，形成了联合办公空间、FA平台、人力资源、体育旅游、金融服务、创业教育等业态的完整闭环。,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850,1000,325000,2.7,-0.51645,357,2020-11-18,IPO上市,未透露,美元,65000,,北京市朝阳区光华路2号阳光100D座,400-1188-891,us@urwork.cn,毛大庆,CEO
,,,,,,,,,,,,,,,,,,,2020-07-07,并购,7.69亿,美元,499850,Orisun Acquisition Corp,,,,白小红,联合创始人
,,,,,,,,,,,,,,,,,,,2019-04-04,战略投资,2亿,人民币,20000,龙熙地产,,,,武文洁,首席经济师
,,,,,,,,,,,,,,,,,,,2018-11-14,D轮,2亿,美元,130000,"易凯资本,全明星投资All-Stars Investment",,,,孙亮,执行总裁
,,,,,,,,,,,,,,,,,,,2018-08-14,战略投资,3亿,人民币,30000,"路劲产业,景荣控股",,,,,
,,,,,,,,,,,,,,,,,,,2018-06-08,C+轮,数亿,人民币,30000,"丝路华创,山东国惠",,,,,
,,,,,,,,,,,,,,,,,,,2018-03-09,并购,未透露,人民币,,无界空间,,,,,
,,,,,,,,,,,,,,,,,,,2018-02-12,战略投资,1.1亿,人民币,11000,"前海梧桐并购基金,高和资本",,,,,
,,,,,,,,,,,,,,,,,,,2017-12-22,C轮,3亿,人民币,30000,"前海梧桐并购基金,场景实验室,中景恒基集团",,,,,
,,,,,,,,,,,,,,,,,,,2017-08-22,战略投资,2亿,人民币,20000,KCC城建股份,,,,,
,,,,,,,,,,,,,,,,,,,2017-08-07,B+轮,12亿,人民币,120000,"首创置业,星牌集团,北京爱康集团,景荣控股",,,,,
,,,,,,,,,,,,,,,,,,,2017-07-04,战略投资,2亿,人民币,20000,爱康创投,,,,,
,,,,,,,,,,,,,,,,,,,2017-04-26,并购,未透露,人民币,,洪泰创新空间,,,,,
,,,,,,,,,,,,,,,,,,,2017-01-18,B轮,4亿,人民币,40000,"普思资本,天弘基金,创合汇资本,俊发地产集团,天明双创科技,大宏集团",,,,,
,,,,,,,,,,,,,,,,,,,2016-08-15,战略投资,1.1亿,人民币,11000,"中国泰合集团,北京百福嘉工程管理",,,,,
,,,,,,,,,,,,,,,,,,,2016-06-21,Pre-B轮,3亿,人民币,30000,"中融信托,银泰集团",,,,,
,,,,,,,,,,,,,,,,,,,2016-03-14,A+轮,2亿,人民币,20000,"汉富控股,方正和生投资,高和资本,领势投资,永柏联投,鸿泰国银,青创客,凯稼投资",,,,,
,,,,,,,,,,,,,,,,,,,2015-09-16,A轮,2亿,人民币,20000,"高榕资本,歌斐资产,汉富控股,中城投资,永柏资本PGA Ventures,领势投资,中城投资1",,,,,
,,,,,,,,,,,,,,,,,,,2015-04-09,天使轮,数千万,人民币,3000,"红杉中国,创新工场,真格基金,鸿坤亿润投资",,,,,
37176293,声迅股份,北京声迅电子股份有限公司,911101081011420915,http://www.telesound.com.cn/,安防整体解决方案和运营服务提供商,声迅股份是一家以智能技术和物联网平台为核心的安防整体解决方案和运营服务提供商。自成立以来一直专注于安防行业，逐步聚焦于AIoT技术(即AI+IoT，人工智能和物联网平台)在监控报警及安全检查等领域的应用，为金融、轨道交通、城市公共安全的行业用户提供智能化、信息化、行业化的安防整体解决方案和安防运营服务。,企业服务,企业安全,北京,海淀区,1994-01,运营中,41500,165800,207500,3.17,0.38087,587,2020-11-26,IPO上市,4.15亿,人民币,41500,,北京市海淀区永丰高新技术产业基地丰贤中路7号孵化楼四层,010-6298-8833,zongcaiban@telesound.com.cn,谭政,董事长兼总经理
36851524,苏交科,苏交科集团股份有限公司,91320000741339087U,,基础设施领域综合解决方案供应商,苏交科是一家基础设施领域综合解决方案供应商，业务涉及公路、市政、水运、铁路、航空、水利、建筑等行业，可以提供包括投融资、项目投资分析、规划咨询、勘察设计、施工监理、工程检测、项目管理、运营养护、新材料研发等全产业链服务。,企业服务,行业信息化及解决方案,江苏,南京,2002-08,运营中,20000,807000,50000,52.27,7.53,8000,2021-09-19,IPO上市后,未透露,人民币,10000,珠江实业,江苏省南京市建邺区富春江东街8号,025—8657-6555,,,
,,,,,,,,,,,,,,,,,,,2012-01-10,IPO上市,未透露,人民币,10000,,,,,,
36843780,华宇软件,北京华宇软件股份有限公司,91110000726360320G,https://www.thunisoft.cn/,电子政务领域软件及信息服务提供商,华宇软件是一家电子政务领域软件及信息服务提供商，业务涵盖了用户信息系统的全生命周期，具体包括信息化系统规划咨询、应用软件定制开发、信息化系统建设、信息化应用推广、信息化系统运维服务等。,企业服务,行业信息化及解决方案,北京,海淀区,2001-06,运营中,206200,1803898,453500,22.22,10.63,4000,2020-11-06,IPO上市后,9.07亿,人民币,90700,中移创新产业基金(中国移动),北京市海淀区中关村东路1号院清华科技园科技大厦C座25层,010-8262-2288,guoxin@thunisoft.com,,
,,,,,,,,,,,,,,,,,,,2019-04-16,IPO上市后,10.55亿,人民币,105500,"蚂蚁集团,四川发展产业引导基金",,,,,
,,,,,,,,,,,,,,,,,,,2011-10-26,IPO上市,未透露,人民币,10000,,,,,,
36843287,天泽信息,有棵树科技股份有限公司,9132000072058020XK,http://www.tiza.com.cn/,产业互联网IT服务提供商,"天泽信息是产业互联网IT服务提供商，目前已形成智能制造、现代农业、公共事业与流通、海外及投资等四大业务群，公司针对高端装备制造企业、交通及物流运输等行业提供以物联网技术为核心的信息管理解决方案及相关的软、硬件产品与服务。
",企业服务,企业IT服务,江苏,南京,2000-05,运营中,307800,280000,1489000,17.64,-27.26,4436,2019-06-11,IPO上市后,29.78亿,人民币,297800,"鼎晖投资,天星资本,广发信德,汤臣倍健,盛世景投资,申银万国投资,方正和生投资,海通创新资本,璀璨资本,先瑞资本,繸子财富,芮泰投资",中国 南京 建邺区 云龙山路80号,400-800-7999,,,
,,,,,,,,,,,,,,,,,,,2011-04-26,IPO上市,未透露,人民币,10000,,,,,,
24217,兑吧,杭州兑吧网络科技有限公司,91330106574371572Y,http://www.duiba.com.cn,用户运营服务平台,兑吧是一家致力于帮助互联网企业提升运营效率的用户运营服务平台，包含两大核心业务——积分商城管理工具、活动工具，并承诺终身免费。成立至今一直在运营领域深度耕耘，通过精细化的运营服务，满足企业个性化运营的需求。目前已有4000家主流App接入了兑吧积分商城，如百度手机助手、赶集生活、58同城等。,企业服务,企业IT服务,浙江,杭州,2014-05,运营中,125760,533360,234800,11.62,0.35383,600,2019-05-07,IPO上市,5.87亿,港元,46960,,,,,陈晓亮,CEO
,,,,,,,,,,,,,,,,,,,2018-08-22,C轮,1.1亿,美元,71500,"兰馨亚洲,TPG德太资本",,,,,
,,,,,,,,,,,,,,,,,,,2016-10-22,B轮,数千万,人民币,3000,"广发信德,鼎聚投资,ROOBO智能管家基金",,,,,
,,,,,,,,,,,,,,,,,,,2015-09-06,A轮,3000万,人民币,3000,"国泰创投,云毅投资,百纳资本",,,,,
,,,,,,,,,,,,,,,,,,,2015-03-11,Pre-A轮,1000万,人民币,1000,"同创伟业,百纳资本",,,,,
,,,,,,,,,,,,,,,,,,,2014-09-10,天使轮,数百万,人民币,300,鼎聚投资,,,,,
36610606,实朴检测,实朴检测技术(上海)股份有限公司,91310116671156516L,http://www.sepchina.cn/,第三方检测集团,实朴检测是一家具有独立法人地位的第三方检测集团，致力于为场地调查评估机构、污染场地修复公司、终端企业和政府机构提供管理咨询，技术服务和工程环境管理的可持续解决方案。,企业服务,科研和社会服务,上海,闵行区,2008-01,运营中,52630,191000,263150,3.51,-0.247219,1163,2022-01-28,IPO上市,5.26亿,人民币,52630,,上海市闵行区都会路2059号2幢2F306室、1F106室,021-6488-0032,postmaster@sepchina.cn,,
8855,鼎捷软件DigiwinSoft,鼎捷软件股份有限公司,91310000734084709Q,http://www.digiwin.com.cn,ERP企业管理软件与服务供应商,鼎捷软件(DigiwinSoft)是一家ERP企业管理软件与服务供应商，其前身是神州数码管理系统有限公司，旗下业务还包括台北成立的鼎新电脑等。,企业服务,企业IT服务,北京,海淀区,2001-12,运营中,118300,368664,280000,19.95,1.98,5500,2020-07-05,IPO上市后,5.6亿,人民币,56000,工业富联,上海市静安区江场路1377弄1号楼22F,400-6265-858,info@digiwin.biz,孙蔼彬,董事长
,,,,,,,,,,,,,,,,,,,2014-01-27,IPO上市,6.23亿,人民币,62300,,,,,叶子祯,董事长
36489925,瑞晟智能,浙江瑞晟智能科技股份有限公司,91330200698208670Y,http://www.sunrise.com.cn/,数字化智能高端装备制造解决方案提供商,瑞晟智能是一家专业从事自动化生产、自动化仓储、自动化分拣与物流系统的研发、制造及销售的企业。公司秉承专业专注，用心服务的理念，以创新为根本，以服务为基石，依靠科学规范的管理、经营机制，不断为客户提供最优的智能制造与智慧物流解决方案，持续为客户创造价值。,企业服务,行业信息化及解决方案,浙江,宁波,2009-12,运营中,54800,360300,174000,3.06,0.11756,630,2020-08-28,IPO上市,3.48亿,人民币,34800,,浙江省宁波市高新区晶辉路16号4楼,0754-8883-6999,sunrise@sunrise.com.cn,,
,,,,,,,,,,,,,,,,,,,2019-08-12,退市,未透露,人民币,10000,,,,,,
,,,,,,,,,,,,,,,,,,,2015-07-01,新三板,未透露,人民币,10000,,,,,,
31332,信雅达,信雅达科技股份有限公司,91330000253917765N,http://www.sunyard.com/,专注于自主产权软件的开发和应用服务,信雅达是一家在上交所上市的软件企业，致力于自主产权软件的开发和应用服务，服务于金融IT、ITO/BPO(软件外包/服务外包)、油气IT、环保科技等领域。,企业服务,法律服务,浙江,杭州,1996-07,运营中,10000,545000,50000,15.37,4.02,8000,2002-11-01,IPO上市,未透露,人民币,10000,,浙江省杭州市滨江区江南大道3888号信雅达科技大厦,0571-56686888 ,mail@sunyard.com,耿俊岭,董事长
11684,迪信通,北京迪信通商贸股份有限公司,911100008029439243,,移动通信终端销售和服务提供商,迪信通是一家移动通信终端销售和服务提供商，采取了直营店和加盟店相结合的连锁经营模式。北京迪信通商贸股份有限公司旗下品牌。,企业服务,销售营销,北京,朝阳区,1993-01,运营中,74794,120000,85530,171.46,-6.61,20000,2019-07-28,IPO上市后,2.14亿,港元,17106,京东,,,,刘东海,创始人
,,,,,,,,,,,,,,,,,,,2014-07-08,IPO上市,数亿,港元,24000,,,,,许继莉,董事长
,,,,,,,,,,,,,,,,,,,2014-07-01,基石轮,4875万,美元,31688,"奇虎360,TCL创投",,,,,
,,,,,,,,,,,,,,,,,,,2009-12-28,A轮,未透露,人民币,2000,鼎晖投资,,,,,
35407816,海联讯,杭州海联讯科技股份有限公司,914403007152459096,http://www.hirisun.com/,电力企业综合整体解决方案提供商,海联讯是一家从事电力信息化系统集成业务的国家高新技术企业。本公司面向电力企业，以提供综合性整体解决方案的形式，从事电力企业信息化建设业务，并提供相关的技术及咨询服务。本公司提供的产品和服务可广泛应用于电力行业产业链发电、输电、变电、配电、用电和调度等各个环节，全面提升用户信息化水平，为客户创造价值。,企业服务,企业IT服务,广东,深圳,2000-01,运营中,107260,245000,315500,2.58,0.21088,137,2019-11-11,IPO上市后,6.31亿,人民币,63100,杭州金投,深圳市南山区深南大道市高新技术园R2厂房B区3a层,0755-2697-2918,zxp@hirisun.com,王天青,董事长
,,,,,,,,,,,,,,,,,,,2015-09-14,IPO上市后,3660万,人民币,3660,中科招商,,,,,
,,,,,,,,,,,,,,,,,,,2011-11-23,IPO上市,3.91亿,人民币,39100,,,,,,
,,,,,,,,,,,,,,,,,,,2010-12-07,A轮,1400万,人民币,1400,中科招商,,,,,
35287094,矩子科技,上海矩子科技股份有限公司,91310000667825748L,http://www.jutze.com.cn/cn/,视觉检测设备研发商,矩子科技是主要研发生产自动光学检测系统的高科技企业，公司自主研发的基于光学原理来对表面贴装后印刷线路板的外观不良进行检测。公司产品技术处于国际领先水平，实现进口替代；系列产品广泛应用于消费类电子，通信终端设备，电脑及周边设备，家用电器，工业控制，汽车电子等领域。主要客户是SMT生产厂商，如夏普、TCL、长虹、富士康、诺基亚、达丰、PC Partner等。,企业服务,科研和社会服务,上海,闵行区,2007-11,运营中,110100,471000,215000,6.84,1.49,844,2023-08-25,IPO上市后,4.3亿,人民币,43000,,上海市闵行区中春路7001号明谷科技园E栋101-102室,021-3468-7800,yanwen.ge@jutze.com.cn,,
,,,,,,,,,,,,,,,,,,,2020-07-06,IPO上市后,8000万,人民币,8000,"张寒,崔岺",,,,,
,,,,,,,,,,,,,,,,,,,2019-11-14,IPO上市,5.51亿,人民币,55100,,,,,,
,,,,,,,,,,,,,,,,,,,2013-12-03,A轮,未透露,人民币,2000,"凯风创投,领庆创投TheLinhuiFund",,,,,
,,,,,,,,,,,,,,,,,,,2013-12-01,A轮,未透露,人民币,2000,"凯风创投,领庆创投TheLinhuiFund",,,,,
35074118,浪潮信息,浪潮电子信息产业股份有限公司,91370000706266601D,,计算平台与IT应用方案解决提供商,浪潮信息是一家计算平台与IT应用方案解决提供商，为用户提供服务器，行业应用软件，ERP等软件产品。,企业服务,企业IT服务,山东,济南,1998-10,运营中,50100,5793000,250500,695.25,21.6,30000,2000-06-08,IPO上市,5.01亿,人民币,50100,,济南市浪潮路1036号,,hanyue.lc@inspur.com,,
35000781,怡合达,东莞怡合达自动化股份有限公司,91441900566614589Q,http://www.yiheda.com,工业自动化零部件采购平台,"怡合达是一家工业自动化零部件采购平台,为用户提供机械标准零件、气动元件、检测用零件、马达驱动、电气控制零件等十余种大类的零部件产品,同时提供非标自动化智能设备整机解决方案。",企业服务,行业信息化及解决方案,广东,东莞,2010-12,运营中,80430,4500000,252150,18.03,4.64,2535,2021-07-23,IPO上市,5.04亿,人民币,50430,,东莞市虎门镇北栅东坊工业区,0769-8888-6777 ,service@yiheda.com,金立国,董事长
,,,,,,,,,,,,,,,,,,,2019-03-01,A轮,数亿,人民币,30000,"深创投,钟鼎资本,高瓴创投",,,,,
34999794,数字认证,北京数字认证股份有限公司,91110108722619411A,http://www.bjca.org.cn/,息安全解决方案提供商,数字认证是一家息安全解决方案提供商，主要业务为电子认证服务、电子认证产品及可管理的信息安全服务。具有工业和信息化部颁发的电子认证服务许可证资质，国家密码管理局颁发的商用密码销售、使用许可资质和电子政务电子认证服务许可资质、卫生系统电子认证服务资质的电子认证服务商,企业服务,行业信息化及解决方案,北京,海淀区,2001-02,运营中,26600,576000,133000,9.72,-0.772415,1429,2016-12-23,IPO上市,2.66亿,人民币,26600,,北京市海淀区北四环西路68号1501号;北京市海淀区北四环西路68号1501号 ,010-5804-5600 ,bjcaxh@bjca.org.cn,林雪焰,总经理
34998664,瑞特股份,常熟市国瑞科技股份有限公司,9132050062822013XT,http://www.cn-ruite.com/,船舶电系统集成解决方案提供商,"瑞特股份是一家船舶电系统集成解决方案提供商，专注于为船舶提供中、低压配电系列、电力电子系列,自动化管理系统系列、自动化设备及控制装置系列,船用断路器、加固计算机及可穿戴设备,并为用户提供船舶电气成套系统集成解决方案与售后服务。",企业服务,行业信息化及解决方案,江苏,苏州,1993-02,运营中,36300,283000,171500,2.2,-3.17,1890,2017-01-25,IPO上市,3.43亿,人民币,34300,,常熟市虞山镇高新技术产业园青岛路2号,0512-5234-5677,sz@cs-ruite.com,龚瑞良,董事长兼总经理
,,,,,,,,,,,,,,,,,,,2012-04-25,A轮,未透露,人民币,2000,"中科招商,国发创投,浚源资本,国发融富",,,,,
