公司ID,公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,融资总额(万人民币),估值(万人民币),估值(估算-万人民币),年营收(亿元),年度利润(亿元),员工人数,融资时间,轮次,金额,币种,等值人民币(万),投资机构,地址,电话,邮箱,团队姓名,职位
15645.0,世纪互联,北京世纪互联宽带数据中心有限公司,9111010578615131XD,,第三方的互联网基础设施服务提供商,,企业服务,云服务,北京,朝阳区,2006-03,运营中,969850.0,300000.0,971750.0,74.13,-24.83,3293,2016-05-23,IPO上市后,388000000.0,美元,2444400000.0,荷塘创投,北京市朝阳区酒仙桥东路10号,,,,
15645.0,世纪互联,北京世纪互联宽带数据中心有限公司,9111010578615131XD,,第三方的互联网基础设施服务提供商,,企业服务,云服务,北京,朝阳区,2006-03,运营中,969850.0,300000.0,971750.0,74.13,-24.83,3293,2014-12-01,IPO上市后,292000000.0,美元,1839600000.0,"淡马锡Temasek,小米集团,金山软件",北京市朝阳区酒仙桥东路10号,,,,
15645.0,世纪互联,北京世纪互联宽带数据中心有限公司,9111010578615131XD,,第三方的互联网基础设施服务提供商,,企业服务,云服务,北京,朝阳区,2006-03,运营中,969850.0,300000.0,971750.0,74.13,-24.83,3293,2011-04-21,IPO上市,,美元,,,北京市朝阳区酒仙桥东路10号,,,,
15645.0,世纪互联,北京世纪互联宽带数据中心有限公司,9111010578615131XD,,第三方的互联网基础设施服务提供商,,企业服务,云服务,北京,朝阳区,2006-03,运营中,969850.0,300000.0,971750.0,74.13,-24.83,3293,2008-06-15,C轮,40000000.0,美元,252000000.0,"经纬创投,纪源资本",北京市朝阳区酒仙桥东路10号,,,,
15645.0,世纪互联,北京世纪互联宽带数据中心有限公司,9111010578615131XD,,第三方的互联网基础设施服务提供商,,企业服务,云服务,北京,朝阳区,2006-03,运营中,969850.0,300000.0,971750.0,74.13,-24.83,3293,2007-02-28,B轮,20000000.0,美元,126000000.0,IDG资本,北京市朝阳区酒仙桥东路10号,,,,
15645.0,世纪互联,北京世纪互联宽带数据中心有限公司,9111010578615131XD,,第三方的互联网基础设施服务提供商,,企业服务,云服务,北京,朝阳区,2006-03,运营中,969850.0,300000.0,971750.0,74.13,-24.83,3293,2002-01-20,A轮,20000000.0,人民币,20000000.0,IDG资本,北京市朝阳区酒仙桥东路10号,,,,
38552496.0,榕基软件,福建榕基软件股份有限公司,913500006285075795,http://www.rongji.com,行业应用软件开发服务提供商,榕基软件是一家行业应用软件开发服务提供商，专注于电子政务、质检三点工程、协同管理、信息安全、应用中间件等领域产品的研发，为用户提供榕基政务信息化系统、榕基电子单证易查系统、榕基电子缴费系统等产品，同时旗下还拥有“榕基服务超市”，用户可在平台买到相关的软件。,企业服务,开发者服务,福建,福州,1993-10,运营中,106200.0,360000.0,50000.0,6.66,0.095768,888,2018-09-30,IPO上市后,,人民币,,中国人寿,福州市鼓楼区铜盘路福州软件园产业基地,0591-8786-0988,luweiyi@rongji.com,,
38552496.0,榕基软件,福建榕基软件股份有限公司,913500006285075795,,行业应用软件开发服务提供商,,企业服务,开发者服务,福建,福州,1993-10,运营中,106200.0,360000.0,50000.0,6.66,0.095768,888,2010-09-15,IPO上市,961999999.9999999,人民币,961999999.9999999,,福州市鼓楼区铜盘路福州软件园产业基地,,,,
38513296.0,莱斯信息,南京莱斯信息技术股份有限公司,913201001348786874,,民用指挥信息系统整体解决方案提供商,莱斯信息是民用指挥信息系统整体解决方案提供商，主要提供以指挥控制技术为核心的指挥信息系统整体解决方案和系列产品。目前已形成面向民航空中交通管理、城市道路交通管理、城市治理三大行业，提供空管自动化系统、空管场面管理系统、机场机坪塔台管制自动化系统、空管模拟机系统、空管流量管理系统、交通信号控制系统与设备、城市综合指挥平台、公共信用信息服务平台及人防应急指挥信息系统等核心产品的业务格局。,企业服务,企业IT服务,江苏,南京,1988-07,运营中,103300.0,413200.0,516500.0,15.76,0.969348,895,2023-06-28,IPO上市,1033000000.0,人民币,1033000000.0,,南京市秦淮区永智路8号,025-8228-5905,les@les.cn,,
30844.0,工大高科,合肥工大高科信息科技股份有限公司,91340100726317672P,http://www.gocom.cn,工程安全监控产品研发商,工大高科是一家专业从事具有物联网技术架构特征的矿井移动目标安全监控、铁路信号控制与智能调度产品研发、生产的企业服务提供商。,企业服务,行业信息化及解决方案,安徽,合肥,2000-12,运营中,58650.0,224200.0,93250.0,3.016,0.4229,223,2021-06-28,IPO上市,187000000.0,人民币,187000000.0,,安徽省合肥市合肥国家高新技术产业开发区天智路27号,0551-65256623,gocom@gocom.cn,魏臻,创始人
30844.0,工大高科,合肥工大高科信息科技股份有限公司,91340100726317672P,,工程安全监控产品研发商,,企业服务,行业信息化及解决方案,安徽,合肥,2000-12,运营中,58650.0,224200.0,93250.0,3.016,0.4229,223,2021-05-31,退市,,人民币,,,安徽省合肥市合肥国家高新技术产业开发区天智路27号,,,,
30844.0,工大高科,合肥工大高科信息科技股份有限公司,91340100726317672P,,工程安全监控产品研发商,,企业服务,行业信息化及解决方案,安徽,合肥,2000-12,运营中,58650.0,224200.0,93250.0,3.016,0.4229,223,2016-04-18,新三板定增,,人民币,,正奇投资,安徽省合肥市合肥国家高新技术产业开发区天智路27号,,,,
30844.0,工大高科,合肥工大高科信息科技股份有限公司,91340100726317672P,,工程安全监控产品研发商,,企业服务,行业信息化及解决方案,安徽,合肥,2000-12,运营中,58650.0,224200.0,93250.0,3.016,0.4229,223,2015-12-31,新三板定增,,人民币,,"国元股权,国元证券",安徽省合肥市合肥国家高新技术产业开发区天智路27号,,,,
30844.0,工大高科,合肥工大高科信息科技股份有限公司,91340100726317672P,,工程安全监控产品研发商,,企业服务,行业信息化及解决方案,安徽,合肥,2000-12,运营中,58650.0,224200.0,93250.0,3.016,0.4229,223,2015-11-18,新三板,,人民币,,,安徽省合肥市合肥国家高新技术产业开发区天智路27号,,,,
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,http://www.bosszhipin.com,BOSS与牛人直接开聊的招聘工具,BOSS直聘是一款BOSS与牛人直接开聊的招聘工具，通过去除中间环节、简历+行为数据匹配等方式提升招聘找工作效率，让牛人更快获得更多优质机会。平台覆盖主流互联网公司、金融、文化传媒、汽车房地产等行业。北京华业基石网络技术有限公司(看准网)旗下产品。,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2022-12-22,IPO上市,,港元,,,北京市朝阳区太阳宫中路8号冠捷大厦302,010-8415-0633,liuna@kanzhun.com,赵鹏,CEO
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2021-06-11,IPO上市,911999999.9999999,美元,5745599999.999999,,北京市朝阳区太阳宫中路8号冠捷大厦302,,,张磊,产品VP
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2019-11-28,E轮,,美元,,"腾讯投资,华兴新经济基金",北京市朝阳区太阳宫中路8号冠捷大厦302,,,,
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2016-09-22,C轮,28000000.0,美元,176400000.0,"今日资本,策源创投,华映资本,顺为资本,高榕资本,和玉资本",北京市朝阳区太阳宫中路8号冠捷大厦302,,,,
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2016-07-14,B轮,,美元,,"今日资本,顺为资本",北京市朝阳区太阳宫中路8号冠捷大厦302,,,,
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2015-12-16,Pre-B轮,10000000.0,美元,63000000.0,众为资本,北京市朝阳区太阳宫中路8号冠捷大厦302,,,,
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2015-04-16,A+轮,,美元,,顺为资本,北京市朝阳区太阳宫中路8号冠捷大厦302,,,,
16426.0,Boss直聘,北京华业基石网络技术有限公司,91110105059255438G,,BOSS与牛人直接开聊的招聘工具,,企业服务,人力资源,北京,朝阳区,2012-12,运营中,843900.0,5368000.0,40000.0,59.52,12.22,24293,2014-01-23,A轮,,美元,,"策源创投,顺为资本,和玉资本",北京市朝阳区太阳宫中路8号冠捷大厦302,,,,
38207485.0,普联软件,普联软件股份有限公司,913701007317289784,http://www.pansoft.com/,企业管理信息化方案及IT综合服务提供商,普联软件是大型企业管理信息化方案及IT综合服务提供商，主要面向石油、化工、建筑、地产、电力、矿产、装备制造、银行、保险、政府事业等行业客户，广泛从事生产、经营、财务、资金、内控、监管、人力资源等领域的信息化服务，提供信息系统的方案设计、软件开发、系统实施及技术支持。,企业服务,行业信息化及解决方案,山东,济南,2001-09,运营中,39840.0,183400.0,199200.0,6.94,1.63,2470,2021-06-03,IPO上市,398000000.0,人民币,398000000.0,,济南市高新区齐鲁软件园B座,0531-8887-2656,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,http://www.beisen.com,一体化人才管理云平台供应商,北森是一家人力资源科技公司，拥有国内领先的一体化HR SaaS及人才管理平台——iTalentX， 为客户提供云端HR软件、人才管理技术和平台的端到端整体解决方案。,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2023-04-13,IPO上市,155000000.0,港元,124000000.0,,北京市海淀区上地东路35号颐泉汇7层,400-650-6878,marketing@beisen.com,王朝晖,董事长
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2021-05-11,F轮,260000000.0,美元,1638000000.0,"红杉中国,经纬创投,深创投,高盛(中国),富达投资Fidelity Investments,春华资本Primavera,元生资本,软银愿景基金",北京市海淀区上地东路35号颐泉汇7层,,,纪伟国,CEO
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2018-10-23,E轮,100000000.0,美元,630000000.0,"红杉中国,经纬创投,元生资本",北京市海淀区上地东路35号颐泉汇7层,,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2018-04-28,退市,,人民币,,,北京市海淀区上地东路35号颐泉汇7层,,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2017-06-01,新三板定增,200000000.0,人民币,200000000.0,"经纬创投,元生资本",北京市海淀区上地东路35号颐泉汇7层,,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2016-07-28,新三板,,人民币,,,北京市海淀区上地东路35号颐泉汇7层,,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2015-04-28,C轮,110000000.00000001,人民币,110000000.00000001,"红杉中国,经纬创投,青宥仟和投资",北京市海淀区上地东路35号颐泉汇7层,,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2013-02-01,B轮,10000000.0,美元,63000000.0,"红杉中国,经纬创投",北京市海淀区上地东路35号颐泉汇7层,,,,
6696.0,北森,北京北森云计算股份有限公司,91110108775491714G,,一体化人才管理云平台供应商,,企业服务,人力资源,北京,海淀区,2002-01,运营中,297900.0,300000.0,300000.0,7.51,-25,1901,2010-08-01,A轮,10000000.0,人民币,10000000.0,"深创投,天创资本",北京市海淀区上地东路35号颐泉汇7层,,,,
37997160.0,亚信安全,亚信安全科技股份有限公司,91510100732356360H,http://www.asiainfo-sec.com/,网络安全软件提供商,亚信安全是中国网络安全软件领域的领跑者，作为“懂网、懂云”的安全公司，致力于护航产业互联网，成为在5G云网时代，守护云、网、边、端的安全智能平台企业。,企业服务,企业安全,江苏,南京,2014-11,运营中,122600.0,1120400.0,561500.0,16.67,2.12,2882,2022-02-09,IPO上市,1123000000.0,人民币,1123000000.0,,南京市雨花台区花神大道98号东久创新中心1号楼1-4F,181-6810-7202,191953759@qq.com,,
37997160.0,亚信安全,亚信安全科技股份有限公司,91510100732356360H,,网络安全软件提供商,,企业服务,企业安全,江苏,南京,2014-11,运营中,122600.0,1120400.0,561500.0,16.67,2.12,2882,2020-07-29,战略投资,,人民币,,"深创投,华盖资本,中金公司,联新资本,尚颀资本,中金甲子,国投创新,上海国和投资,清控银杏创投,晨山资本,中金资本,国投创合,中国互联网投资基金,君度投资,优山资本,未来启创基金,中科院资本管理,屹唐华创",南京市雨花台区花神大道98号东久创新中心1号楼1-4F,,,,
37997160.0,亚信安全,亚信安全科技股份有限公司,91510100732356360H,,网络安全软件提供商,,企业服务,企业安全,江苏,南京,2014-11,运营中,122600.0,1120400.0,561500.0,16.67,2.12,2882,2013-09-01,战略投资,,人民币,,亚信联创,南京市雨花台区花神大道98号东久创新中心1号楼1-4F,,,,
7014.0,金山办公,北京金山办公软件股份有限公司,91110108587665983J,http://www.wps.cn/,办公软件工具,金山办公(688111.SH )，是全球领先的办公软件和服务提供商，主要从事 WPS Office 办公软件产品及服务的设计研发及销售推⼴。著名产品包括 WPS Office 办公软件、⾦⼭⽂档等协同办公产品、⾦⼭词霸等，可在 Windows、Linux、macOS、Android、iOS 等众多主流操作平台上应⽤。,企业服务,办公OA,北京,海淀区,1988-06,运营中,495500.0,6456100.0,2315000.0,45.56,13.9,4558,2019-11-18,IPO上市,4630000000.0,人民币,4630000000.0,,北京市海淀区小营西路33号二层商业办公C区,4006-775-005,zhangbo1@kingsoft.com,章庆元,金山办公CEO
7014.0,金山办公,北京金山办公软件股份有限公司,91110108587665983J,,办公软件工具,,企业服务,办公OA,北京,海淀区,1988-06,运营中,495500.0,6456100.0,2315000.0,45.56,13.9,4558,2013-11-01,A轮,50000000.0,美元,315000000.0,"五源资本,纪源资本,顺为资本",北京市海淀区小营西路33号二层商业办公C区,,,,
37919573.0,线上线下,无锡线上线下通讯信息技术股份有限公司,913202110535042298,http://www.wxxsxx.cn/,移动互联网运营支撑服务商,线上线下是一家具有丰富行业经验的移动信息服务提供商。“线上线下”依托于体系化的服务流程、自主研发的业务平台，通过对电信运营商的通信资源的整合，秉承“技术驱动服务、深耕行业客户、连接创造价值”的企业文化理念，致力于为客户提供安全、有效、及时的移动信息服务。,企业服务,企业IT服务,江苏,无锡,2012-09,运营中,43400.0,327800.0,207000.0,19.37,0.561654,239,2021-03-22,IPO上市,413999999.99999994,人民币,413999999.99999994,,无锡市高浪东路999号-8-C1-701,0510-6888-0518,wangxj@wxxsxx.co,,
37919573.0,线上线下,无锡线上线下通讯信息技术股份有限公司,913202110535042298,,移动互联网运营支撑服务商,,企业服务,企业IT服务,江苏,无锡,2012-09,运营中,43400.0,327800.0,207000.0,19.37,0.561654,239,2017-06-29,A轮,,人民币,,"易简集团-易简资本,联成资产",无锡市高浪东路999号-8-C1-701,,,,
8858.0,光环新网,北京光环新网科技股份有限公司,91110000700006921H,http://www.sinnet.com.cn,一家互联网基础设施综合服务提供商,光环新网是一家互联网基础设施综合服务提供商，主营业务为向客户提供互联网宽带接入服务(ISP)、互联网数据中心服务(IDC、CDN及其增值服务)以及其他互联网综合服务。,企业服务,企业IT服务,北京,东城区,1999-01,运营中,74800.0,3909900.0,261500.0,78.55,4.87,1148,2014-01-29,IPO上市,523000000.00000006,人民币,523000000.00000006,,无锡市高浪东路999号-8-C1-701,,,,
8858.0,光环新网,北京光环新网科技股份有限公司,91110000700006921H,,一家互联网基础设施综合服务提供商,,企业服务,企业IT服务,北京,东城区,1999-01,运营中,74800.0,3909900.0,261500.0,78.55,4.87,1148,2010-12-01,B轮,,美元,,红杉中国,无锡市高浪东路999号-8-C1-701,,,,
8858.0,光环新网,北京光环新网科技股份有限公司,91110000700006921H,,一家互联网基础设施综合服务提供商,,企业服务,企业IT服务,北京,东城区,1999-01,运营中,74800.0,3909900.0,261500.0,78.55,4.87,1148,2001-03-01,A轮,,人民币,,,无锡市高浪东路999号-8-C1-701,,,,
30820.0,鸿冠信息,上海鸿冠信息科技股份有限公司,91310000792763857Q,http://www.hongguaninfo.com,IT综合服务提供商,鸿冠信息是一家IT综合服务提供商，是上海市软件企业、高新技术企业，提供计算机软件开发实施、IT信息技术咨询服务、高端的企业与商业信息化解决方案服务。,企业服务,企业IT服务,上海,黄浦区,2006-09,运营中,74800.0,3909900.0,261500.0,1.17,0.060656,1148,,,,,,,上海市黄浦区汉口路300号解放日报大厦10楼,021-5240-1298,hr@hongguaninfo.com;hejian@hongguaninfo.com,,
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,http://www.hillstonenet.com.cn/,网络安全解决方案提供商,山石网科是一家网络安全解决方案提供商，业务涵盖云计算安全、边界安全、内网安全、数据安全、智能分析管理等领域，产品“智能防火墙”基于自主研发的安全操作系统StoneOS，用智能关联分析方法实现基于信誉的安全管理控制。,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2019-09-30,IPO上市,949000000.0,人民币,949000000.0,,北京市海淀区宝盛南路1号院20号楼5层,400-828-6655,marketing@hillstonenet.com,罗东平,CEO
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2018-12-17,战略投资,,人民币,,"奇虎360,博彦科技,同心基金,嘉铭浩春,伟畅投资",北京市海淀区宝盛南路1号院20号楼5层,,,DONGPING LUO(罗东平),董事长
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2018-06-19,战略投资,,美元,,"北极光创投,国开金融,元禾原点,苏高新金控/苏高新创投,征和惠通,宜兴光控,聚坤投资",北京市海淀区宝盛南路1号院20号楼5层,,,,
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2016-04-13,E轮,,人民币,,"元禾控股,光大集团,国开金融",北京市海淀区宝盛南路1号院20号楼5层,,,,
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2015-05-28,D轮,,美元,,北极光创投,北京市海淀区宝盛南路1号院20号楼5层,,,,
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2011-08-22,C轮,,美元,,"北极光创投,Vickers,银湖投资Silver Lake",北京市海淀区宝盛南路1号院20号楼5层,,,,
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2009-05-22,B轮,10000000.0,美元,63000000.0,"北极光创投,Vickers",北京市海淀区宝盛南路1号院20号楼5层,,,,
23075.0,山石网科,山石网科通信技术股份有限公司,91320505578177101Y,,网络安全解决方案提供商,,企业服务,企业安全,北京,海淀区,2007-02,运营中,269300.0,940000.0,474500.0,9.01,-2.6,1741,2007-03-22,A轮,6000000.0,美元,37800000.0,"北极光创投,荷塘创投,奥迈资本",北京市海淀区宝盛南路1号院20号楼5层,,,,
37532467.0,威士顿,上海威士顿信息技术股份有限公司,9131000070326044X6,http://www.wsdinfo.com/,企业信息系统解决方案提供商,上海威士顿信息技术股份有限公司成立于2001年，是专注于智能制造和大数据领域的整体信息化解决方案供应商。公司的主营业务是向客户提供企业信息系统解决方案的咨询、设计、开发、实施、运维等各类信息化产品和服务。,企业服务,行业信息化及解决方案,上海,长宁区,2001-05,运营中,71000.0,284000.0,355000.0,3.07,0.690589,420,2023-06-21,IPO上市,710000000.0,人民币,710000000.0,,上海市长宁区长宁路999号643室,,mkt@wsdinfo.com,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,http://www.i2yun.com/,专注于数据复制和灾备服务,英方软件是一家专注于数据复制的基础软件企业，致力于动态文件复制、数据库复制等核心技术的研发与应用，拥有国内唯一的字节级复制技术，产品广泛应用于灾备、数据保护、云数据管理等领域，帮助各类用户打破数据孤岛，实现数据互联互通，为数字经济的发展保驾护航。英方云(i2yun.com)是英方旗下企业业务连续性云服务平台，基于互联网为用户提供迁移、灾备和高可用等服务。,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2023-01-19,IPO上市,811999999.9999999,人民币,811999999.9999999,,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,400-6178-601,info@info2soft.com,胡军擎,董事长
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2020-12-15,战略投资,,人民币,,毅达资本,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2019-07-04,B+轮,,人民币,,海通开元,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2017-12-01,退市,,人民币,,,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2017-05-11,新三板定增,62400000.0,人民币,62400000.0,,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2016-05-25,新三板,,人民币,,,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2015-05-04,B轮,,人民币,,,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
11750.0,英方软件,上海英方软件股份有限公司,91310000580604539W,,专注于数据复制和灾备服务,,企业服务,企业IT服务,上海,闵行区,2011-08,运营中,146440.0,800000.0,406000.0,1.97,0.354614,472,2014-06-04,A轮,,人民币,,好望角投资,上海市浦锦路2049弄万科VMO花园广场38幢6楼615室,,,,
37369023.0,杰创智能,杰创智能科技股份有限公司,91440101683276435R,http://www.nexwise.cn/,智能化解决方案提供商,杰创智能是一家智能化解决方案提供商，致力于智能安全、模式识别、云计算、智能系统应用，提供智能管理系统、公共安全智能系统，同时提供智能系统基础设施建设解决方案，覆盖公共安全、智慧监管、智慧园区、智慧校园、智慧交通等多个领域。,企业服务,行业信息化及解决方案,广东,广州,2008-12,运营中,100100.0,400400.0,500500.0,7.51,0.613537,708,2022-04-20,IPO上市,1001000000.0,人民币,1001000000.0,,广东省广州市高新技术产业开发区科学大道162号B3栋,020-8398-2000,xuxl@nexwise.com.cn,,
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,http://www.urwork.cn/,主打创业的共享办公空间,优客工场是一个创业联合办公社区及创业服务平台，以联合办公空间为核心，为创新企业提供全产业链服务，建设基于社群的商业社交平台和资源配置平台，形成了联合办公空间、FA平台、人力资源、体育旅游、金融服务、创业教育等业态的完整闭环。,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2020-11-18,IPO上市,,美元,,,北京市朝阳区光华路2号阳光100D座,400-1188-891,us@urwork.cn,毛大庆,CEO
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,,主打创业的共享办公空间,,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2020-07-07,并购,769000000.0,美元,4844700000.0,Orisun Acquisition Corp,北京市朝阳区光华路2号阳光100D座,,,白小红,联合创始人
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,,主打创业的共享办公空间,,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2019-04-04,战略投资,200000000.0,人民币,200000000.0,龙熙地产,北京市朝阳区光华路2号阳光100D座,,,武文洁,首席经济师
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,,主打创业的共享办公空间,,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2018-11-14,D轮,200000000.0,美元,1260000000.0,"易凯资本,全明星投资All-Stars Investment",北京市朝阳区光华路2号阳光100D座,,,孙亮,执行总裁
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,,主打创业的共享办公空间,,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2018-08-14,战略投资,300000000.0,人民币,300000000.0,"路劲产业,景荣控股",北京市朝阳区光华路2号阳光100D座,,,,
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,,主打创业的共享办公空间,,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2018-06-08,C+轮,,人民币,,"丝路华创,山东国惠",北京市朝阳区光华路2号阳光100D座,,,,
21412.0,优客工场,优客工场(北京)创业投资有限公司,91110113335534135Y,,主打创业的共享办公空间,,企业服务,创业服务,北京,朝阳区,2015-04,运营中,1099850.0,1000.0,325000.0,2.7,-0.51645,357,2018-03-09,并购,,人民币,,无界空间,北京市朝阳区光华路2号阳光100D座,,,,
